Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Lowton,24,0,0,0,1,0,0,0,0,0,0,0,5,3,1,AVL,1 - 6,SOU,Away,37,DEF,24,Difficult,33,0.1%,16/05/2015,12:45,4.5,4.0
Vlaar,90,0,0,0,6,0,0,0,0,0,0,0,3,16,-1,AVL,1 - 6,SOU,Away,37,DEF,24,Difficult,34,9.2%,16/05/2015,12:45,4.5,4.3
Okore,90,0,0,0,6,0,0,0,0,0,0,0,12,18,-1,AVL,1 - 6,SOU,Away,37,DEF,24,Difficult,36,0.4%,16/05/2015,12:45,4.5,4.2
Hutton,90,0,0,0,6,0,0,0,0,0,0,0,10,20,-1,AVL,1 - 6,SOU,Away,37,DEF,24,Difficult,539,7.8%,16/05/2015,12:45,4.0,4.3
Delph,90,0,0,0,6,0,0,0,0,0,0,0,9,20,2,AVL,1 - 6,SOU,Away,37,MID,24,Difficult,40,1.3%,16/05/2015,12:45,5.0,4.8
N'Zogbia,56,0,0,0,5,0,0,0,0,0,0,0,4,4,1,AVL,1 - 6,SOU,Away,37,MID,24,Difficult,41,0.2%,16/05/2015,12:45,5.5,5.2
Westwood,90,0,0,0,6,0,0,0,1,0,0,0,0,6,1,AVL,1 - 6,SOU,Away,37,MID,24,Difficult,44,0.3%,16/05/2015,12:45,5.0,4.7
Bacuna,66,0,1,0,5,0,0,0,0,0,0,0,13,23,5,AVL,1 - 6,SOU,Away,37,MID,24,Difficult,45,0.1%,16/05/2015,12:45,5.5,5.0
Grealish,81,0,0,0,6,0,0,0,0,0,0,0,5,11,2,AVL,1 - 6,SOU,Away,37,MID,24,Difficult,49,0.5%,16/05/2015,12:45,4.5,4.3
Sinclair,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,AVL,1 - 6,SOU,Away,37,MID,24,Difficult,251,0.2%,16/05/2015,12:45,5.5,4.9
Cleverley,90,0,0,0,6,0,0,0,0,0,0,0,9,14,2,AVL,1 - 6,SOU,Away,37,MID,24,Difficult,274,1.0%,16/05/2015,12:45,5.5,5.3
Agbonlahor,34,0,0,0,1,0,0,0,0,0,0,0,13,0,1,AVL,1 - 6,SOU,Away,37,FWD,24,Difficult,52,1.6%,16/05/2015,12:45,5.5,5.0
Benteke,90,1,0,0,6,0,0,0,0,0,0,0,18,27,6,AVL,1 - 6,SOU,Away,37,FWD,24,Difficult,54,10.7%,16/05/2015,12:45,8.0,8.0
Butland,90,0,0,1,0,0,0,0,0,0,4,0,11,25,7,STK,0 - 0,BUR,Away,37,GKP,8,Favourable,632,0.0%,16/05/2015,15:00,4.5,4.5
Shawcross,90,0,0,1,0,0,0,0,0,0,0,0,13,24,6,STK,0 - 0,BUR,Away,37,DEF,8,Favourable,398,7.0%,16/05/2015,15:00,5.5,5.3
Cameron,90,0,0,1,0,0,0,0,0,0,0,2,14,29,8,STK,0 - 0,BUR,Away,37,DEF,8,Favourable,401,3.4%,16/05/2015,15:00,4.5,4.2
Pieters,90,0,0,1,0,0,0,0,0,0,0,0,8,27,6,STK,0 - 0,BUR,Away,37,DEF,8,Favourable,402,0.9%,16/05/2015,15:00,5.0,4.6
Muniesa,90,0,0,1,0,0,0,0,0,0,0,3,18,30,9,STK,0 - 0,BUR,Away,37,DEF,8,Favourable,403,0.2%,16/05/2015,15:00,4.5,4.2
Adam,82,0,0,1,0,0,0,0,0,0,0,0,4,11,3,STK,0 - 0,BUR,Away,37,MID,8,Favourable,408,1.0%,16/05/2015,15:00,6.0,5.4
Whelan,90,0,0,1,0,0,0,0,0,0,0,0,11,15,3,STK,0 - 0,BUR,Away,37,MID,8,Favourable,409,0.0%,16/05/2015,15:00,5.0,4.9
Walters,58,0,0,0,0,0,0,0,0,0,0,0,11,9,1,STK,0 - 0,BUR,Away,37,MID,8,Favourable,411,3.1%,16/05/2015,15:00,5.5,5.1
N'Zonzi,90,0,0,1,0,0,0,0,1,0,0,0,3,13,2,STK,0 - 0,BUR,Away,37,MID,8,Favourable,412,0.4%,16/05/2015,15:00,5.0,4.9
Sidwell,8,0,0,0,0,0,0,0,0,0,0,0,1,3,1,STK,0 - 0,BUR,Away,37,MID,8,Favourable,416,1.2%,16/05/2015,15:00,5.5,5.0
Arnautovic,68,0,0,1,0,0,0,0,0,0,0,0,5,2,3,STK,0 - 0,BUR,Away,37,MID,8,Favourable,417,0.6%,16/05/2015,15:00,6.5,6.2
Odemwingie,32,0,0,0,0,0,0,0,0,0,0,0,2,3,1,STK,0 - 0,BUR,Away,37,MID,8,Favourable,418,0.3%,16/05/2015,15:00,6.5,6.1
Crouch,22,0,0,0,0,0,0,0,0,0,0,0,2,2,1,STK,0 - 0,BUR,Away,37,FWD,8,Favourable,419,1.4%,16/05/2015,15:00,6.0,5.6
Diouf,90,0,0,1,0,0,0,0,1,0,0,0,12,-4,1,STK,0 - 0,BUR,Away,37,FWD,8,Favourable,421,0.6%,16/05/2015,15:00,6.5,6.1
Krul,90,0,1,0,2,0,0,0,0,0,2,0,12,24,4,NEW,1 - 2,QPR,Away,37,GKP,3,Very favourable,288,12.7%,16/05/2015,15:00,4.5,4.4
Coloccini,90,0,0,0,2,0,0,0,0,0,0,0,10,15,1,NEW,1 - 2,QPR,Away,37,DEF,3,Very favourable,292,3.3%,16/05/2015,15:00,4.5,4.5
Ryan Taylor,63,0,0,0,2,0,0,0,0,0,0,0,-3,7,1,NEW,1 - 2,QPR,Away,37,DEF,3,Very favourable,293,0.1%,16/05/2015,15:00,4.5,4.4
Dummett,90,0,0,0,2,0,0,0,0,0,0,0,-2,7,1,NEW,1 - 2,QPR,Away,37,DEF,3,Very favourable,298,4.7%,16/05/2015,15:00,4.0,4.1
Janmaat,90,0,0,0,2,0,0,0,0,0,0,0,3,19,1,NEW,1 - 2,QPR,Away,37,DEF,3,Very favourable,527,7.4%,16/05/2015,15:00,5.0,5.3
Sissoko,90,0,0,0,2,0,0,0,0,0,0,0,1,17,2,NEW,1 - 2,QPR,Away,37,MID,3,Very favourable,308,1.7%,16/05/2015,15:00,6.0,5.8
Colback,90,0,0,0,2,0,0,0,0,0,0,0,5,9,2,NEW,1 - 2,QPR,Away,37,MID,3,Very favourable,309,2.7%,16/05/2015,15:00,5.0,4.7
Gutiérrez,90,0,0,0,2,0,0,0,0,0,0,0,18,16,2,NEW,1 - 2,QPR,Away,37,MID,3,Very favourable,310,0.3%,16/05/2015,15:00,4.5,4.2
Ameobi,18,0,0,0,0,0,0,0,0,0,0,0,2,6,1,NEW,1 - 2,QPR,Away,37,MID,3,Very favourable,312,2.4%,16/05/2015,15:00,4.5,4.2
Cabella,72,0,0,0,2,0,0,0,0,0,0,0,11,5,2,NEW,1 - 2,QPR,Away,37,MID,3,Very favourable,525,0.8%,16/05/2015,15:00,7.5,7.0
Aarons,27,0,0,0,0,0,0,0,0,0,0,0,1,2,1,NEW,1 - 2,QPR,Away,37,MID,3,Very favourable,563,0.1%,16/05/2015,15:00,5.0,4.7
Cissé,28,0,0,0,0,0,0,0,0,0,0,0,20,0,1,NEW,1 - 2,QPR,Away,37,FWD,3,Very favourable,314,0.7%,16/05/2015,15:00,6.0,5.2
Ayoze,90,0,0,0,2,0,0,0,0,0,0,0,14,12,2,NEW,1 - 2,QPR,Away,37,FWD,3,Very favourable,317,1.6%,16/05/2015,15:00,5.0,4.3
Rivière,62,1,0,0,2,0,0,0,0,0,0,1,22,26,7,NEW,1 - 2,QPR,Away,37,FWD,3,Very favourable,526,0.4%,16/05/2015,15:00,7.0,6.7
Harper,90,0,0,0,2,0,0,0,0,0,1,0,3,8,1,HUL,0 - 2,TOT,Away,37,GKP,29,Very difficult,156,0.2%,16/05/2015,15:00,4.5,4.4
Chester,90,0,0,0,2,0,0,0,0,0,0,0,12,23,1,HUL,0 - 2,TOT,Away,37,DEF,29,Very difficult,158,2.5%,16/05/2015,15:00,4.5,4.3
McShane,90,0,0,0,2,0,0,0,0,0,0,0,0,12,1,HUL,0 - 2,TOT,Away,37,DEF,29,Very difficult,159,2.5%,16/05/2015,15:00,4.0,3.9
Dawson,90,0,0,0,2,0,0,0,0,0,0,0,6,8,1,HUL,0 - 2,TOT,Away,37,DEF,29,Very difficult,365,1.5%,16/05/2015,15:00,5.0,4.6
Robertson,20,0,0,0,0,0,0,0,0,0,0,0,1,3,1,HUL,0 - 2,TOT,Away,37,DEF,29,Very difficult,545,0.5%,16/05/2015,15:00,4.5,4.2
Quinn,90,0,0,0,2,0,0,0,0,0,0,0,11,11,2,HUL,0 - 2,TOT,Away,37,MID,29,Very difficult,164,0.7%,16/05/2015,15:00,4.5,4.4
Brady,90,0,0,0,2,0,0,0,0,0,0,0,8,14,2,HUL,0 - 2,TOT,Away,37,MID,29,Very difficult,165,0.2%,16/05/2015,15:00,5.0,4.4
Meyler,90,0,0,0,2,0,0,0,1,0,0,0,3,12,1,HUL,0 - 2,TOT,Away,37,MID,29,Very difficult,166,0.1%,16/05/2015,15:00,5.0,4.7
Elmohamady,90,0,0,0,2,0,0,0,0,0,0,0,8,14,2,HUL,0 - 2,TOT,Away,37,MID,29,Very difficult,167,2.3%,16/05/2015,15:00,5.0,5.0
Huddlestone,70,0,0,0,2,0,0,0,0,0,0,0,5,9,2,HUL,0 - 2,TOT,Away,37,MID,29,Very difficult,169,1.2%,16/05/2015,15:00,5.5,5.3
Jelavic,61,0,0,0,2,0,0,0,0,0,0,0,-15,-2,2,HUL,0 - 2,TOT,Away,37,FWD,29,Very difficult,174,1.0%,16/05/2015,15:00,6.0,5.6
Hernández,29,0,0,0,0,0,0,0,0,0,0,0,8,1,1,HUL,0 - 2,TOT,Away,37,FWD,29,Very difficult,594,0.1%,16/05/2015,15:00,7.0,6.3
N'Doye,90,0,0,0,2,0,0,0,0,0,0,0,-6,3,2,HUL,0 - 2,TOT,Away,37,FWD,29,Very difficult,676,0.4%,16/05/2015,15:00,5.5,5.5
Schmeichel,90,0,0,1,0,0,0,0,0,0,3,0,9,23,7,LEI,0 - 0,SUN,Away,37,GKP,9,Favourable,178,4.3%,16/05/2015,15:00,4.5,4.5
Morgan,90,0,0,1,0,0,0,0,0,0,0,0,7,18,6,LEI,0 - 0,SUN,Away,37,DEF,9,Favourable,180,2.8%,16/05/2015,15:00,4.5,4.6
Wasilewski,90,0,0,1,0,0,0,0,0,0,0,0,10,22,6,LEI,0 - 0,SUN,Away,37,DEF,9,Favourable,181,5.1%,16/05/2015,15:00,4.0,3.9
Schlupp,90,0,0,1,0,0,0,0,0,0,0,0,7,18,6,LEI,0 - 0,SUN,Away,37,DEF,9,Favourable,184,2.0%,16/05/2015,15:00,4.5,4.5
Huth,90,0,0,1,0,0,0,0,1,0,0,0,9,17,5,LEI,0 - 0,SUN,Away,37,DEF,9,Favourable,399,0.5%,16/05/2015,15:00,5.0,4.7
Drinkwater,24,0,0,0,0,0,0,0,0,0,0,0,3,2,1,LEI,0 - 0,SUN,Away,37,MID,9,Favourable,187,0.1%,16/05/2015,15:00,5.5,5.0
Mahrez,66,0,0,1,0,0,0,0,0,0,0,0,5,6,3,LEI,0 - 0,SUN,Away,37,MID,9,Favourable,190,0.7%,16/05/2015,15:00,5.0,4.9
King,90,0,0,1,0,0,0,0,0,0,0,0,13,16,3,LEI,0 - 0,SUN,Away,37,MID,9,Favourable,192,1.6%,16/05/2015,15:00,4.5,4.2
Albrighton,90,0,0,1,0,0,0,0,0,0,0,0,16,18,3,LEI,0 - 0,SUN,Away,37,MID,9,Favourable,194,3.0%,16/05/2015,15:00,4.5,4.3
Cambiasso,90,0,0,1,0,0,0,0,0,0,0,0,11,10,3,LEI,0 - 0,SUN,Away,37,MID,9,Favourable,592,2.5%,16/05/2015,15:00,5.0,4.8
Vardy,90,0,0,1,0,0,0,0,0,0,0,0,7,2,2,LEI,0 - 0,SUN,Away,37,FWD,9,Favourable,196,4.8%,16/05/2015,15:00,5.0,4.6
Ulloa,74,0,0,1,0,0,0,0,0,0,0,0,6,4,2,LEI,0 - 0,SUN,Away,37,FWD,9,Favourable,532,7.5%,16/05/2015,15:00,5.5,5.0
Kramaric,16,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,LEI,0 - 0,SUN,Away,37,FWD,9,Favourable,663,0.1%,16/05/2015,15:00,4.5,5.0
Howard,90,0,0,0,1,0,0,0,0,0,2,0,15,13,2,EVE,2 - 1,WHU,Away,37,GKP,18,Difficult,130,9.3%,16/05/2015,15:00,5.5,5.1
Jagielka,90,0,0,0,1,0,0,0,0,0,0,0,14,23,2,EVE,2 - 1,WHU,Away,37,DEF,18,Difficult,132,15.8%,16/05/2015,15:00,5.5,5.8
Coleman,90,0,0,0,1,0,0,0,1,0,0,0,19,17,1,EVE,2 - 1,WHU,Away,37,DEF,18,Difficult,137,5.5%,16/05/2015,15:00,7.0,6.8
Stones,90,0,0,0,1,0,0,0,0,0,0,0,13,15,2,EVE,2 - 1,WHU,Away,37,DEF,18,Difficult,139,1.7%,16/05/2015,15:00,5.5,5.2
Galloway,90,0,0,0,1,0,0,0,1,0,0,0,16,6,1,EVE,2 - 1,WHU,Away,37,DEF,18,Difficult,700,0.0%,16/05/2015,15:00,4.0,4.0
Osman,90,1,0,0,1,0,0,0,0,0,0,1,38,31,8,EVE,2 - 1,WHU,Away,37,MID,18,Difficult,143,0.5%,16/05/2015,15:00,5.5,5.0
Barkley,69,0,0,0,1,0,0,0,0,0,0,0,7,4,2,EVE,2 - 1,WHU,Away,37,MID,18,Difficult,145,3.3%,16/05/2015,15:00,7.0,6.6
Mirallas,21,0,0,0,0,0,0,0,0,0,0,0,0,5,1,EVE,2 - 1,WHU,Away,37,MID,18,Difficult,147,2.0%,16/05/2015,15:00,7.5,7.2
McCarthy,90,0,0,0,1,0,0,0,1,0,0,0,18,9,1,EVE,2 - 1,WHU,Away,37,MID,18,Difficult,148,1.4%,16/05/2015,15:00,5.0,4.6
McGeady,13,0,1,0,0,0,0,0,0,0,0,0,13,20,4,EVE,2 - 1,WHU,Away,37,MID,18,Difficult,149,1.0%,16/05/2015,15:00,5.5,5.3
Barry,90,0,0,0,1,0,0,0,1,0,0,0,19,15,1,EVE,2 - 1,WHU,Away,37,MID,18,Difficult,151,1.6%,16/05/2015,15:00,5.0,4.7
Lennon,77,0,0,0,1,0,0,0,0,0,0,0,14,10,2,EVE,2 - 1,WHU,Away,37,MID,18,Difficult,378,0.8%,16/05/2015,15:00,6.5,6.2
Lukaku,90,1,1,0,1,0,0,0,0,0,0,3,39,40,12,EVE,2 - 1,WHU,Away,37,FWD,18,Difficult,103,6.8%,16/05/2015,15:00,9.0,8.7
Hennessey,90,0,0,0,1,0,0,0,0,0,2,0,14,10,2,CRY,3 - 1,LIV,Away,37,GKP,32,Very difficult,105,0.2%,16/05/2015,17:30,4.5,4.3
Ward,90,0,0,0,1,0,0,0,1,0,0,0,19,4,1,CRY,3 - 1,LIV,Away,37,DEF,32,Very difficult,106,2.7%,16/05/2015,17:30,5.0,4.7
Dann,90,0,0,0,1,0,0,0,0,0,0,0,13,10,2,CRY,3 - 1,LIV,Away,37,DEF,32,Very difficult,112,1.7%,16/05/2015,17:30,5.0,4.9
Kelly,90,0,0,0,1,0,0,0,0,0,0,0,19,8,2,CRY,3 - 1,LIV,Away,37,DEF,32,Very difficult,201,0.6%,16/05/2015,17:30,4.5,4.4
Souaré,90,0,0,0,1,0,0,0,0,0,0,0,13,11,2,CRY,3 - 1,LIV,Away,37,DEF,32,Very difficult,679,0.0%,16/05/2015,17:30,4.5,4.3
Bolasie,82,0,2,0,1,0,0,0,0,0,0,0,20,21,8,CRY,3 - 1,LIV,Away,37,MID,32,Very difficult,114,6.0%,16/05/2015,17:30,5.5,5.6
Puncheon,90,1,0,0,1,0,0,0,0,0,0,3,51,36,10,CRY,3 - 1,LIV,Away,37,MID,32,Very difficult,119,4.4%,16/05/2015,17:30,6.0,5.5
Ledley,90,0,0,0,1,0,0,0,0,0,0,0,9,6,2,CRY,3 - 1,LIV,Away,37,MID,32,Very difficult,125,0.1%,16/05/2015,17:30,5.5,5.2
Zaha,32,1,0,0,0,0,0,0,0,0,0,0,26,20,6,CRY,3 - 1,LIV,Away,37,MID,32,Very difficult,280,0.9%,16/05/2015,17:30,5.5,5.1
Mutch,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,CRY,3 - 1,LIV,Away,37,MID,32,Very difficult,552,0.6%,16/05/2015,17:30,5.5,5.0
McArthur,90,0,0,0,1,0,0,0,1,0,0,0,16,12,1,CRY,3 - 1,LIV,Away,37,MID,32,Very difficult,598,0.0%,16/05/2015,17:30,5.5,5.2
Lee Chung-yong,58,0,0,0,1,0,0,0,0,0,0,0,3,1,1,CRY,3 - 1,LIV,Away,37,MID,32,Very difficult,675,0.0%,16/05/2015,17:30,5.0,5.0
Murray,8,1,0,0,0,0,0,1,0,0,0,0,28,16,3,CRY,3 - 1,LIV,Away,37,FWD,32,Very difficult,126,1.5%,16/05/2015,17:30,5.5,4.5
Chamakh,75,0,0,0,1,0,0,0,0,0,0,0,13,13,2,CRY,3 - 1,LIV,Away,37,FWD,32,Very difficult,129,0.4%,16/05/2015,17:30,5.5,5.2
Gazzaniga,90,0,0,0,1,0,0,0,0,0,3,0,15,12,3,SOU,6 - 1,AVL,Home,37,GKP,6,Favourable,338,0.1%,16/05/2015,12:45,4.5,4.3
Bertrand,90,0,0,0,1,0,0,0,0,0,0,0,14,11,2,SOU,6 - 1,AVL,Home,37,DEF,6,Favourable,84,21.2%,16/05/2015,12:45,5.0,5.8
Fonte,90,0,0,0,1,0,0,0,0,0,0,0,13,10,2,SOU,6 - 1,AVL,Home,37,DEF,6,Favourable,341,13.6%,16/05/2015,12:45,5.5,5.8
Clyne,90,0,0,0,1,0,0,0,0,0,0,0,10,10,2,SOU,6 - 1,AVL,Home,37,DEF,6,Favourable,342,33.0%,16/05/2015,12:45,5.0,5.9
Yoshida,19,0,0,0,0,0,0,0,0,0,0,0,12,3,1,SOU,6 - 1,AVL,Home,37,DEF,6,Favourable,343,2.4%,16/05/2015,12:45,4.5,4.1
Alderweireld,90,0,0,0,1,0,0,0,0,0,0,0,13,10,2,SOU,6 - 1,AVL,Home,37,DEF,6,Favourable,601,2.5%,16/05/2015,12:45,5.0,4.7
Davis,71,0,0,0,1,0,0,0,0,0,0,0,11,10,2,SOU,6 - 1,AVL,Home,37,MID,6,Favourable,350,1.7%,16/05/2015,12:45,5.0,4.7
Ward-Prowse,79,0,0,0,1,0,0,0,0,0,0,0,19,8,2,SOU,6 - 1,AVL,Home,37,MID,6,Favourable,351,1.1%,16/05/2015,12:45,5.0,4.8
Wanyama,90,0,0,0,1,0,0,0,1,0,0,0,14,12,1,SOU,6 - 1,AVL,Home,37,MID,6,Favourable,353,3.9%,16/05/2015,12:45,4.5,4.6
Mané,90,3,1,0,1,0,0,0,0,0,0,3,91,87,23,SOU,6 - 1,AVL,Home,37,MID,6,Favourable,604,1.8%,16/05/2015,12:45,7.0,6.3
Elia,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,SOU,6 - 1,AVL,Home,37,MID,6,Favourable,655,0.7%,16/05/2015,12:45,5.5,4.3
Djuricic,11,0,0,0,0,0,0,0,0,0,0,0,2,3,1,SOU,6 - 1,AVL,Home,37,MID,6,Favourable,674,0.0%,16/05/2015,12:45,6.0,5.7
Long,90,2,2,0,1,0,0,0,0,0,0,2,55,73,18,SOU,6 - 1,AVL,Home,37,FWD,6,Favourable,176,1.4%,16/05/2015,12:45,6.0,5.4
Pellè,84,1,1,0,1,0,0,0,0,0,0,1,53,36,10,SOU,6 - 1,AVL,Home,37,FWD,6,Favourable,362,11.6%,16/05/2015,12:45,7.5,7.5
Heaton,90,0,0,1,0,0,0,0,0,0,3,0,10,25,7,BUR,0 - 0,STK,Home,37,GKP,15,Average,58,5.5%,16/05/2015,15:00,4.5,4.7
Duff,90,0,0,1,0,0,0,0,0,0,0,0,10,20,6,BUR,0 - 0,STK,Home,37,DEF,15,Average,60,6.4%,16/05/2015,15:00,4.0,3.9
Shackell,90,0,0,1,0,0,0,0,0,0,0,0,11,24,6,BUR,0 - 0,STK,Home,37,DEF,15,Average,61,0.6%,16/05/2015,15:00,4.5,4.4
Mee,90,0,0,1,0,0,0,0,0,0,0,0,11,24,6,BUR,0 - 0,STK,Home,37,DEF,15,Average,64,0.2%,16/05/2015,15:00,4.5,4.5
Trippier,90,0,0,1,0,0,0,0,0,0,0,2,15,29,8,BUR,0 - 0,STK,Home,37,DEF,15,Average,65,2.2%,16/05/2015,15:00,5.0,4.8
Jones,87,0,0,1,0,0,0,0,0,0,0,0,15,17,3,BUR,0 - 0,STK,Home,37,MID,15,Average,67,0.7%,16/05/2015,15:00,4.5,4.5
Arfield,90,0,0,1,0,0,0,0,0,0,0,0,9,5,3,BUR,0 - 0,STK,Home,37,MID,15,Average,69,0.4%,16/05/2015,15:00,5.0,4.7
Kightly,26,0,0,0,0,0,0,0,0,0,0,0,3,0,1,BUR,0 - 0,STK,Home,37,MID,15,Average,70,0.1%,16/05/2015,15:00,5.0,4.5
Taylor,64,0,0,1,0,0,0,0,0,0,0,0,4,2,3,BUR,0 - 0,STK,Home,37,MID,15,Average,71,0.1%,16/05/2015,15:00,5.0,4.7
Boyd,90,0,0,1,0,0,0,0,1,0,0,0,11,4,2,BUR,0 - 0,STK,Home,37,MID,15,Average,168,6.3%,16/05/2015,15:00,4.5,4.5
Ulvestad,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,BUR,0 - 0,STK,Home,37,MID,15,Average,693,0.0%,16/05/2015,15:00,4.5,4.5
Ings,90,0,0,1,0,0,0,0,0,0,0,0,29,5,2,BUR,0 - 0,STK,Home,37,FWD,15,Average,73,4.3%,16/05/2015,15:00,6.0,5.5
Vokes,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,BUR,0 - 0,STK,Home,37,FWD,15,Average,74,0.0%,16/05/2015,15:00,5.5,5.3
Barnes,82,0,0,1,0,0,0,0,0,0,0,0,5,7,2,BUR,0 - 0,STK,Home,37,FWD,15,Average,75,1.0%,16/05/2015,15:00,4.5,4.4
Green,33,0,0,0,1,0,0,0,0,0,1,0,7,4,1,QPR,2 - 1,NEW,Home,37,GKP,8,Favourable,318,2.6%,16/05/2015,15:00,4.5,4.5
McCarthy,57,0,0,0,0,0,0,0,0,0,5,0,14,11,2,QPR,2 - 1,NEW,Home,37,GKP,8,Favourable,607,0.5%,16/05/2015,15:00,4.0,4.0
Dunne,90,0,0,0,1,0,0,0,0,0,0,0,21,16,2,QPR,2 - 1,NEW,Home,37,DEF,8,Favourable,320,0.2%,16/05/2015,15:00,4.5,4.2
Hill,90,0,0,0,1,0,0,0,0,0,0,0,27,8,2,QPR,2 - 1,NEW,Home,37,DEF,8,Favourable,321,0.1%,16/05/2015,15:00,4.5,4.2
Onuoha,90,0,0,0,1,0,0,0,0,0,0,0,14,10,2,QPR,2 - 1,NEW,Home,37,DEF,8,Favourable,322,0.1%,16/05/2015,15:00,4.5,4.3
Yun,45,0,0,0,0,0,0,0,1,0,0,0,6,3,0,QPR,2 - 1,NEW,Home,37,DEF,8,Favourable,323,1.7%,16/05/2015,15:00,4.0,3.9
Caulker,45,0,0,0,1,0,0,0,0,0,0,0,11,6,1,QPR,2 - 1,NEW,Home,37,DEF,8,Favourable,534,4.8%,16/05/2015,15:00,5.0,4.6
Henry,90,0,0,0,1,0,0,0,0,0,0,0,9,11,2,QPR,2 - 1,NEW,Home,37,MID,8,Favourable,327,0.2%,16/05/2015,15:00,4.5,4.4
Barton,90,0,0,0,1,0,0,0,1,0,0,0,22,8,1,QPR,2 - 1,NEW,Home,37,MID,8,Favourable,328,0.2%,16/05/2015,15:00,5.0,4.8
Hoilett,45,0,0,0,1,0,0,0,0,0,0,0,7,-3,1,QPR,2 - 1,NEW,Home,37,MID,8,Favourable,331,0.2%,16/05/2015,15:00,5.0,4.3
Phillips,90,1,1,0,1,0,0,0,0,0,0,3,38,33,13,QPR,2 - 1,NEW,Home,37,MID,8,Favourable,333,0.8%,16/05/2015,15:00,5.0,4.6
Fer,90,1,0,0,1,0,0,0,0,0,0,2,32,32,9,QPR,2 - 1,NEW,Home,37,MID,8,Favourable,583,0.7%,16/05/2015,15:00,5.5,5.2
Grego-Cox,45,0,0,0,0,0,0,0,0,0,0,0,7,-1,1,QPR,2 - 1,NEW,Home,37,MID,8,Favourable,684,0.0%,16/05/2015,15:00,4.5,4.3
Austin,90,0,1,0,1,0,0,0,0,0,0,0,29,18,5,QPR,2 - 1,NEW,Home,37,FWD,8,Favourable,337,16.6%,16/05/2015,15:00,6.0,6.1
Lloris,90,0,0,1,0,0,0,0,0,0,1,0,14,23,6,TOT,2 - 0,HUL,Home,37,GKP,5,Favourable,364,8.9%,16/05/2015,15:00,5.5,5.4
Rose,90,1,0,1,0,0,0,0,1,0,0,3,35,33,14,TOT,2 - 0,HUL,Home,37,DEF,5,Favourable,366,6.4%,16/05/2015,15:00,5.0,4.8
Vertonghen,90,0,0,1,0,0,0,0,0,0,0,3,14,33,9,TOT,2 - 0,HUL,Home,37,DEF,5,Favourable,371,1.9%,16/05/2015,15:00,6.0,5.8
Dier,90,0,0,1,0,0,0,0,0,0,0,0,15,25,6,TOT,2 - 0,HUL,Home,37,DEF,5,Favourable,548,11.1%,16/05/2015,15:00,5.0,4.6
Fazio,90,0,0,1,0,0,0,0,0,0,0,0,24,30,6,TOT,2 - 0,HUL,Home,37,DEF,5,Favourable,591,0.1%,16/05/2015,15:00,5.5,4.7
Dembélé,33,0,0,0,0,0,0,0,0,0,0,0,6,2,1,TOT,2 - 0,HUL,Home,37,MID,5,Favourable,376,0.4%,16/05/2015,15:00,5.5,5.0
Chadli,90,1,0,1,0,0,0,0,0,0,0,3,35,33,11,TOT,2 - 0,HUL,Home,37,MID,5,Favourable,384,10.9%,16/05/2015,15:00,6.0,6.2
Lamela,90,0,1,1,0,0,0,0,0,0,0,0,19,28,6,TOT,2 - 0,HUL,Home,37,MID,5,Favourable,386,1.4%,16/05/2015,15:00,8.0,7.4
Eriksen,57,0,0,0,0,0,0,0,0,0,0,0,11,4,1,TOT,2 - 0,HUL,Home,37,MID,5,Favourable,387,18.6%,16/05/2015,15:00,8.0,7.9
Bentaleb,90,0,0,1,0,0,0,0,1,0,0,0,16,10,2,TOT,2 - 0,HUL,Home,37,MID,5,Favourable,388,0.9%,16/05/2015,15:00,4.5,4.3
Stambouli,12,0,0,0,0,0,0,0,0,0,0,0,2,4,1,TOT,2 - 0,HUL,Home,37,MID,5,Favourable,595,0.0%,16/05/2015,15:00,5.0,4.6
Mason,78,0,1,1,0,0,0,0,1,0,0,0,22,27,5,TOT,2 - 0,HUL,Home,37,MID,5,Favourable,613,0.2%,16/05/2015,15:00,5.0,4.5
Kane,89,0,0,1,0,0,0,0,0,0,0,0,16,-1,2,TOT,2 - 0,HUL,Home,37,FWD,5,Favourable,393,46.6%,16/05/2015,15:00,5.0,6.0
Soldado,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,TOT,2 - 0,HUL,Home,37,FWD,5,Favourable,394,0.8%,16/05/2015,15:00,8.0,7.6
Pantilimon,90,0,0,1,0,0,0,0,0,0,0,0,7,22,6,SUN,0 - 0,LEI,Home,37,GKP,1,Very favourable,423,4.6%,16/05/2015,15:00,4.5,4.5
Coates,90,0,0,1,0,0,0,0,0,0,0,1,7,25,7,SUN,0 - 0,LEI,Home,37,DEF,1,Very favourable,206,0.1%,16/05/2015,15:00,4.5,4.4
