mins-pm,team,opponent,cs-pm,conceded-pm,goals-pm,assists-pm,yellow-cards-pm,red-cards-pm,bonus-pm,current-form,total
62.57894736842106,4,3,0.21052631578947367,0.8947368421052632,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,2.333333333333333,1
60.904761904761905,4,5,0.19047619047619047,0.9047619047619048,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.6666666666666666,1
51.44,4,3,0.16,0.76,0.0,0.12,0.12,0.0,0.12,0.0,1
50.0,4,4,0.15384615384615385,0.7692307692307693,0.0,0.1153846153846154,0.1153846153846154,0.0,0.1153846153846154,0.3333333333333333,8
51.481481481481474,4,2,0.1851851851851852,0.7407407407407407,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1851851851851852,3.0,11
40.54794520547946,4,2,0.136986301369863,0.5753424657534246,0.0,0.136986301369863,0.0821917808219178,0.0,0.2191780821917808,0.0,7
42.432432432432435,4,2,0.16216216216216214,0.5675675675675675,0.0,0.13513513513513514,0.08108108108108109,0.0,0.2432432432432433,2.333333333333333,2
0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.75,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
9.0,3,4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,1
11.833333333333336,3,2,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,6
23.0,3,3,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,2.333333333333333,5
31.375,3,5,0.125,0.125,0.0,0.125,0.125,0.0,0.0,4.0,2
37.888888888888886,3,3,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,4.333333333333333,1
43.1,3,2,0.1,0.4,0.0,0.1,0.1,0.0,0.0,2.6666666666666665,6
47.36363636363637,3,4,0.18181818181818185,0.3636363636363637,0.0,0.09090909090909093,0.09090909090909093,0.0,0.0,3.0,1
50.91666666666666,3,3,0.16666666666666666,0.5,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,2.6666666666666665,6
53.92307692307693,3,2,0.2307692307692308,0.4615384615384616,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,4.333333333333333,2
56.5,3,3,0.21428571428571427,0.5,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,3.0,5
57.93333333333333,3,2,0.2,0.5333333333333333,0.0,0.13333333333333333,0.06666666666666668,0.0,0.0,4.333333333333333,2
59.9375,3,3,0.1875,0.5625,0.0,0.125,0.0625,0.0,0.0,3.0,6
61.70588235294117,3,4,0.2352941176470588,0.5294117647058824,0.0,0.1176470588235294,0.05882352941176471,0.0,0.0,4.333333333333333,1
59.94736842105264,3,2,0.21052631578947367,0.5789473684210527,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,2.333333333333333,2
61.45,3,3,0.2,0.6,0.0,0.1,0.05,0.0,0.0,1.0,2
62.80952380952381,3,2,0.19047619047619047,0.6190476190476191,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,1.3333333333333333,6
61.26086956521739,3,4,0.21739130434782608,0.5652173913043478,0.0,0.08695652173913042,0.043478260869565216,0.0,0.0,2.6666666666666665,2
62.45833333333334,3,3,0.20833333333333331,0.5833333333333334,0.0,0.08333333333333333,0.04166666666666666,0.0,0.0,2.6666666666666665,6
63.56,3,4,0.24,0.56,0.0,0.08,0.04,0.0,0.0,2.6666666666666665,1
64.57692307692308,3,3,0.2307692307692308,0.6153846153846154,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,3.0,1
65.51851851851852,3,4,0.2222222222222222,0.7037037037037037,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,2.6666666666666665,2
64.10344827586206,3,2,0.20689655172413796,0.6896551724137931,0.0,0.06896551724137931,0.03448275862068965,0.0,0.0,1.0,7
64.96666666666667,3,3,0.2333333333333333,0.6666666666666666,0.0,0.06666666666666668,0.03333333333333333,0.0,0.03333333333333333,3.0,0
65.7741935483871,3,3,0.2258064516129032,0.7096774193548387,0.0,0.06451612903225806,0.06451612903225806,0.0,0.03225806451612903,2.333333333333333,2
66.53125,3,5,0.21875,0.71875,0.0,0.0625,0.0625,0.0,0.03125,3.0,1
67.24242424242425,3,2,0.21212121212121213,0.7575757575757576,0.0,0.060606060606060615,0.060606060606060615,0.0,0.030303030303030307,1.0,6
67.91176470588235,3,3,0.2352941176470588,0.7352941176470589,0.0,0.05882352941176471,0.05882352941176471,0.0,0.029411764705882356,3.0,7
68.54285714285714,3,2,0.2571428571428571,0.7142857142857143,0.0,0.057142857142857134,0.057142857142857134,0.0,0.057142857142857134,4.666666666666667,2
69.1388888888889,3,4,0.25,0.7222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,5.0,1
69.70270270270271,3,3,0.2432432432432433,0.7567567567567568,0.0,0.054054054054054064,0.054054054054054064,0.0,0.054054054054054064,3.333333333333333,1
0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,4,3,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,2
60.0,4,5,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1
67.5,4,2,0.0,1.25,0.0,0.0,0.25,0.0,0.0,1.0,6
72.0,4,4,0.2,1.0,0.0,0.0,0.2,0.0,0.0,3.0,2
75.0,4,4,0.16666666666666666,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,3.0,1
77.14285714285714,4,2,0.14285714285714285,1.1428571428571428,0.0,0.0,0.14285714285714285,0.0,0.0,3.0,6
78.75,4,2,0.125,1.25,0.0,0.125,0.125,0.0,0.25,3.0,6
80.0,4,3,0.2222222222222222,1.1111111111111112,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,4.333333333333333,6
81.0,4,3,0.3,1.0,0.0,0.1,0.1,0.0,0.2,6.0,0
81.81818181818181,4,4,0.2727272727272727,1.0909090909090908,0.0,0.09090909090909093,0.18181818181818185,0.0,0.18181818181818185,4.0,1
82.5,4,2,0.25,1.1666666666666667,0.0,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,2.333333333333333,6
83.07692307692308,4,3,0.3076923076923077,1.0769230769230769,0.0,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,2.333333333333333,9
83.57142857142857,4,3,0.35714285714285715,1.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.35714285714285715,5.333333333333333,1
84.0,4,3,0.3333333333333333,1.1333333333333333,0.0,0.06666666666666668,0.13333333333333333,0.0,0.3333333333333333,5.333333333333333,2
84.375,4,4,0.3125,1.125,0.0,0.0625,0.125,0.0,0.3125,4.0,1
84.70588235294117,4,2,0.29411764705882354,1.1764705882352942,0.0,0.05882352941176471,0.1176470588235294,0.0,0.29411764705882354,1.3333333333333333,2
85.0,4,3,0.2777777777777778,1.1666666666666667,0.0,0.05555555555555555,0.1111111111111111,0.0,0.2777777777777778,1.6666666666666667,2
85.26315789473685,4,3,0.2631578947368421,1.1578947368421053,0.0,0.05263157894736842,0.10526315789473684,0.0,0.2631578947368421,1.6666666666666667,1
85.5,4,3,0.25,1.2,0.0,0.05,0.1,0.0,0.25,1.6666666666666667,7
85.71428571428571,4,5,0.2857142857142857,1.1428571428571428,0.0,0.047619047619047616,0.09523809523809523,0.0,0.2857142857142857,3.333333333333333,6
85.9090909090909,4,2,0.3181818181818182,1.0909090909090908,0.0,0.045454545454545456,0.09090909090909093,0.0,0.2727272727272727,4.666666666666667,6
86.08695652173913,4,4,0.3478260869565217,1.0434782608695652,0.0,0.043478260869565216,0.08695652173913042,0.0,0.2608695652173913,6.333333333333332,1
86.25,4,3,0.3333333333333333,1.0833333333333333,0.0,0.04166666666666666,0.08333333333333333,0.0,0.25,4.333333333333333,2
86.4,4,3,0.32,1.08,0.0,0.04,0.08,0.0,0.24,3.0,2
83.33333333333333,4,2,0.2962962962962963,1.037037037037037,0.0,0.037037037037037035,0.07407407407407407,0.0,0.2222222222222222,1.3333333333333333,2
83.57142857142857,4,3,0.2857142857142857,1.0357142857142858,0.0,0.03571428571428571,0.07142857142857142,0.0,0.21428571428571427,1.3333333333333333,6
81.0,4,4,0.3,0.9666666666666668,0.0,0.03333333333333333,0.06666666666666668,0.0,0.2,2.6666666666666665,2
81.29032258064517,4,3,0.2903225806451613,0.967741935483871,0.0,0.03225806451612903,0.06451612903225806,0.0,0.1935483870967742,2.6666666666666665,8
79.0909090909091,4,4,0.30303030303030304,0.9090909090909092,0.0,0.030303030303030307,0.060606060606060615,0.0,0.24242424242424246,3.333333333333333,9
79.41176470588233,4,2,0.3235294117647059,0.8823529411764706,0.0,0.029411764705882356,0.05882352941176471,0.0,0.3235294117647059,5.666666666666668,2
79.71428571428571,4,3,0.3142857142857143,0.8857142857142857,0.0,0.028571428571428567,0.057142857142857134,0.0,0.3142857142857143,3.6666666666666665,2
80.0,4,4,0.3055555555555556,0.8888888888888888,0.0,0.027777777777777776,0.05555555555555555,0.0,0.3055555555555556,4.333333333333333,2
81.36986301369862,4,2,0.3013698630136986,0.9041095890410958,0.0,0.0273972602739726,0.0547945205479452,0.0,0.3013698630136986,2.0,7
82.70270270270271,4,2,0.32432432432432434,0.8918918918918919,0.0,0.027027027027027032,0.054054054054054064,0.0,0.32432432432432434,3.6666666666666665,2
0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
64.0,4,3,0.0,1.0,0.0,0.5,0.0,0.0,1.0,3.5,2
72.66666666666667,4,5,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3.0,0
44.0,4,2,0.0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,1
49.75,4,2,0.0,0.875,0.0,0.125,0.125,0.0,0.25,0.3333333333333333,8
54.22222222222222,4,3,0.1111111111111111,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.0,0.4444444444444444,3.0,6
57.8,4,3,0.2,0.7,0.0,0.1,0.1,0.0,0.4,5.0,1
60.72727272727273,4,4,0.18181818181818185,0.8181818181818182,0.0,0.09090909090909093,0.09090909090909093,0.0,0.3636363636363637,5.0,1
63.16666666666666,4,2,0.16666666666666666,0.9166666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,2.6666666666666665,1
60.0,4,3,0.15384615384615385,0.8461538461538461,0.0,0.07692307692307693,0.07692307692307693,0.0,0.3076923076923077,1.0,6
54.375,4,4,0.1875,0.6875,0.0,0.0625,0.0625,0.0,0.25,2.0,1
51.235294117647065,4,2,0.17647058823529413,0.7058823529411765,0.0,0.05882352941176471,0.05882352941176471,0.0,0.2352941176470588,0.3333333333333333,2
53.38888888888889,4,3,0.16666666666666666,0.7222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222,1.0,2
52.55,4,3,0.15,0.7,0.0,0.05,0.05,0.0,0.2,1.3333333333333333,6
54.33333333333334,4,5,0.19047619047619047,0.6666666666666666,0.0,0.047619047619047616,0.047619047619047616,0.0,0.19047619047619047,2.6666666666666665,10
55.95454545454545,4,2,0.2272727272727273,0.6363636363636364,0.0,0.09090909090909093,0.045454545454545456,0.0,0.2272727272727273,5.333333333333333,6
57.43478260869565,4,4,0.2608695652173913,0.6086956521739131,0.0,0.08695652173913042,0.043478260869565216,0.0,0.21739130434782608,7.333333333333332,0
58.79166666666666,4,3,0.25,0.6666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.20833333333333331,5.333333333333333,2
60.04,4,3,0.24,0.68,0.0,0.08,0.08,0.0,0.2,2.6666666666666665,2
56.82142857142857,4,3,0.21428571428571427,0.6428571428571429,0.0,0.07142857142857142,0.07142857142857142,0.0,0.17857142857142858,0.6666666666666666,6
57.96551724137931,4,3,0.2413793103448276,0.6206896551724138,0.0,0.06896551724137931,0.06896551724137931,0.0,0.1724137931034483,2.0,2
59.03333333333333,4,4,0.2333333333333333,0.6333333333333333,0.0,0.06666666666666668,0.06666666666666668,0.0,0.16666666666666666,2.6666666666666665,2
60.032258064516135,4,3,0.2258064516129032,0.6451612903225806,0.0,0.06451612903225806,0.06451612903225806,0.0,0.16129032258064516,3.333333333333333,7
59.12121212121213,4,4,0.24242424242424246,0.6060606060606061,0.0,0.060606060606060615,0.060606060606060615,0.0,0.18181818181818185,3.0,5
60.029411764705884,4,2,0.2647058823529412,0.5882352941176471,0.0,0.05882352941176471,0.08823529411764706,0.0,0.17647058823529413,4.0,2
60.88571428571429,4,3,0.2571428571428571,0.6,0.0,0.057142857142857134,0.08571428571428573,0.0,0.17142857142857146,2.333333333333333,2
61.694444444444436,4,4,0.25,0.6111111111111112,0.0,0.05555555555555555,0.08333333333333333,0.0,0.16666666666666666,3.0,2
0.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11.25,4,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
7.642857142857142,4,3,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0
10.133333333333333,4,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4
12.1,4,3,0.0,0.3,0.0,0.05,0.05,0.0,0.0,0.0,6
15.238095238095234,4,5,0.047619047619047616,0.2857142857142857,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,2.0,5
18.63636363636364,4,2,0.09090909090909093,0.2727272727272727,0.0,0.045454545454545456,0.09090909090909093,0.0,0.0,3.6666666666666665,12
21.73913043478261,4,4,0.13043478260869565,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.08695652173913042,0.0,0.0,7.666666666666668,1
24.58333333333333,4,3,0.125,0.3333333333333333,0.04166666666666666,0.04166666666666666,0.08333333333333333,0.0,0.0,6.0,2
26.153846153846153,4,4,0.1153846153846154,0.3461538461538461,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,0.0,1.0,9
28.51851851851852,4,2,0.14814814814814814,0.3333333333333333,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.0,0.1111111111111111,3.6666666666666665,1
29.655172413793107,4,3,0.13793103448275862,0.3448275862068966,0.03448275862068965,0.03448275862068965,0.10344827586206896,0.0,0.10344827586206896,3.333333333333333,1
28.73333333333333,4,4,0.13333333333333333,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.1,0.0,0.1,0.6666666666666666,7
30.70967741935484,4,3,0.12903225806451613,0.3548387096774194,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.0,0.0967741935483871,2.6666666666666665,6
31.57575757575757,4,4,0.15151515151515152,0.3333333333333333,0.060606060606060615,0.030303030303030307,0.12121212121212123,0.0,0.09090909090909093,4.333333333333333,6
33.294117647058826,4,2,0.17647058823529413,0.3235294117647059,0.05882352941176471,0.029411764705882356,0.1176470588235294,0.0,0.08823529411764706,4.0,2
34.91428571428571,4,3,0.17142857142857146,0.3428571428571429,0.057142857142857134,0.028571428571428567,0.11428571428571427,0.0,0.08571428571428573,2.6666666666666665,2
36.444444444444436,4,4,0.16666666666666666,0.3611111111111111,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0,0.08333333333333333,3.333333333333333,2
37.890410958904106,4,2,0.1643835616438356,0.3835616438356164,0.0547945205479452,0.0273972602739726,0.1095890410958904,0.0,0.0821917808219178,2.0,8
39.810810810810814,4,2,0.1891891891891892,0.3783783783783784,0.054054054054054064,0.027027027027027032,0.10810810810810813,0.0,0.13513513513513514,4.0,1
0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,8
19.8,2,4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,2.6666666666666665,1
31.5,2,5,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,1
39.857142857142854,2,4,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.6666666666666666,1
33.77777777777778,2,4,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1
39.4,2,3,0.1,0.8,0.0,0.0,0.0,0.0,0.2,0.6666666666666666,6
22.904761904761905,2,4,0.09523809523809523,0.3809523809523809,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,1
19.03333333333333,2,4,0.06666666666666668,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0
19.387096774193548,2,4,0.06451612903225806,0.3870967741935484,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,7
18.216216216216214,2,3,0.08108108108108109,0.32432432432432434,0.0,0.0,0.0,0.0,0.08108108108108109,0.0,2
0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.857142857142858,2,4,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1
19.375,2,2,0.0,0.625,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,1
24.5,2,3,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.6666666666666666,1
22.363636363636363,2,3,0.0,0.6363636363636364,0.0,0.0,0.09090909090909093,0.0,0.0,0.6666666666666666,6
28.0,2,3,0.0,0.6666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,2.333333333333333,1
32.769230769230774,2,3,0.0,0.6923076923076923,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,2.6666666666666665,5
36.857142857142854,2,3,0.07142857142857142,0.6428571428571429,0.0,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,4.0,11
40.4,2,2,0.06666666666666668,0.6666666666666666,0.06666666666666668,0.06666666666666668,0.2,0.0,0.26666666666666666,5.666666666666668,2
43.5,2,4,0.0625,0.6875,0.0625,0.0625,0.1875,0.0,0.25,6.0,2
46.235294117647065,2,3,0.05882352941176471,0.7058823529411765,0.05882352941176471,0.05882352941176471,0.17647058823529413,0.0,0.2352941176470588,5.0,1
48.66666666666666,2,2,0.05555555555555555,0.7222222222222222,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.0,0.2222222222222222,1.6666666666666667,6
49.26315789473684,2,3,0.10526315789473684,0.6842105263157895,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.0,0.21052631578947367,3.0,6
50.6,2,3,0.15,0.65,0.05,0.05,0.25,0.0,0.25,4.333333333333333,-1
50.09090909090909,2,4,0.13636363636363635,0.6363636363636364,0.045454545454545456,0.045454545454545456,0.2272727272727273,0.045454545454545456,0.2272727272727273,1.6666666666666667,-1
51.82608695652174,2,4,0.13043478260869565,0.8260869565217391,0.043478260869565216,0.043478260869565216,0.2608695652173913,0.043478260869565216,0.21739130434782608,-0.6666666666666666,1
53.41666666666666,2,2,0.125,0.875,0.04166666666666666,0.04166666666666666,0.25,0.04166666666666666,0.20833333333333331,0.0,1
54.88,2,3,0.12,0.92,0.04,0.04,0.24,0.04,0.2,0.3333333333333333,1
56.230769230769226,2,3,0.1153846153846154,0.9615384615384616,0.038461538461538464,0.038461538461538464,0.2307692307692308,0.038461538461538464,0.19230769230769232,1.0,1
57.481481481481474,2,2,0.1111111111111111,0.9629629629629628,0.037037037037037035,0.037037037037037035,0.25925925925925924,0.037037037037037035,0.1851851851851852,1.0,1
58.64285714285714,2,2,0.10714285714285714,0.9642857142857144,0.03571428571428571,0.03571428571428571,0.2857142857142857,0.03571428571428571,0.17857142857142858,1.0,9
58.793103448275865,2,3,0.13793103448275862,0.9310344827586208,0.03448275862068965,0.06896551724137931,0.27586206896551724,0.03448275862068965,0.1724137931034483,3.6666666666666665,2
59.83333333333334,2,4,0.13333333333333333,0.9333333333333332,0.03333333333333333,0.06666666666666668,0.26666666666666666,0.03333333333333333,0.16666666666666666,4.0,1
61.80327868852459,2,2,0.13114754098360654,1.0163934426229508,0.032786885245901634,0.06557377049180327,0.26229508196721313,0.032786885245901634,0.16393442622950818,4.0,1
63.70967741935484,2,4,0.12903225806451613,1.0967741935483872,0.03225806451612903,0.06451612903225806,0.25806451612903225,0.03225806451612903,0.16129032258064516,1.3333333333333333,1
0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,2,4,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1
18.0,2,3,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.3333333333333333,6
22.5,2,3,0.08333333333333333,0.3333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,2.333333333333333,1
16.9375,2,4,0.0625,0.25,0.0,0.0,0.0625,0.0,0.0,0.0,2
13.884615384615385,2,3,0.038461538461538464,0.19230769230769232,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,1
16.37037037037037,2,2,0.037037037037037035,0.2222222222222222,0.0,0.0,0.07407407407407407,0.0,0.0,0.3333333333333333,5
19.0,2,2,0.03571428571428571,0.25,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,2.0,6
20.733333333333334,2,4,0.06666666666666668,0.2333333333333333,0.0,0.03333333333333333,0.06666666666666668,0.0,0.0,3.6666666666666665,1
23.34426229508197,2,2,0.06557377049180327,0.3278688524590164,0.0,0.032786885245901634,0.06557377049180327,0.0,0.0,2.333333333333333,1
22.060606060606066,2,5,0.060606060606060615,0.3333333333333333,0.0,0.030303030303030307,0.060606060606060615,0.0,0.0,0.6666666666666666,1
20.33333333333333,2,3,0.05555555555555555,0.3333333333333333,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.3333333333333333,1
0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
90.0,2,3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6
90.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2
38.57142857142857,2,4,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1
45.0,2,2,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,1
50.0,2,4,0.2222222222222222,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1
