mins-pm,team,opponent,cs-pm,goals-pm,assists-pm,yellow-cards-pm,red-cards-pm,bonus-pm,current-form,total
45.41379310344828,ARS,NEW,0.20689655172413793,0.13793103448275862,0.10344827586206896,0.13793103448275862,0.0,0.27586206896551724,5.0,2
46.9,ARS,LIV,0.2,0.13333333333333333,0.1,0.13333333333333333,0.0,0.26666666666666666,5.666666666666667,9
47.354838709677416,ARS,BUR,0.22580645161290322,0.12903225806451613,0.16129032258064516,0.12903225806451613,0.0,0.25806451612903225,8.333333333333334,11
47.21212121212121,ARS,CHE,0.24242424242424243,0.15151515151515152,0.15151515151515152,0.12121212121212122,0.0,0.3333333333333333,6.666666666666667,2
48.470588235294116,ARS,HUL,0.2647058823529412,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.0,0.3235294117647059,4.333333333333333,12
49.0,ARS,SWA,0.2571428571428571,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.0,0.37142857142857144,4.666666666666667,2
50.138888888888886,ARS,MUN,0.25,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.0,0.3611111111111111,5.333333333333333,2
51.917808219178085,ARS,SUN,0.2465753424657534,0.1643835616438356,0.1643835616438356,0.136986301369863,0.0,0.3561643835616438,5.333333333333333,2
53.648648648648646,ARS,WBA,0.2702702702702703,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.0,0.35135135135135137,2.0,1
0,ARS,AVL,0,0,0,0,0,0,0,1
2.1666666666666665,ARS,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
2.625,ARS,SUN,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
1.2941176470588236,ARS,QPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5.473684210526316,ARS,SOU,0.0,0.05263157894736842,0.0,0.0,0.0,0.15789473684210525,3.3333333333333335,2
9.7,ARS,STK,0.0,0.05,0.0,0.0,0.0,0.15,4.0,6
13.523809523809524,ARS,MCI,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.14285714285714285,2.6666666666666665,1
14.045454545454545,ARS,AVL,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.13636363636363635,3.0,1
14.347826086956522,ARS,TOT,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.13043478260869565,2.6666666666666665,1
14.708333333333334,ARS,LEI,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.125,1.0,1
17.72,ARS,CRY,0.04,0.04,0.04,0.04,0.0,0.12,1.0,1
17.615384615384617,ARS,EVE,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.11538461538461539,1.0,6
17.296296296296298,ARS,QPR,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0,0.1111111111111111,2.6666666666666665,2
19.06896551724138,ARS,NEW,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,2.6666666666666665,1
15.698630136986301,ARS,SUN,0.0273972602739726,0.0547945205479452,0.0273972602739726,0.0273972602739726,0.0,0.0821917808219178,0.0,1
0,ARS,CRY,0,0,0,0,0,0,0,3
30.0,ARS,MCI,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1
22.75,ARS,AVL,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,3
36.2,ARS,TOT,0.2,0.0,0.0,0.0,0.0,0.2,1.3333333333333333,1
26.0,ARS,SUN,0.125,0.0,0.0,0.0,0.0,0.125,0.3333333333333333,2
32.77777777777778,ARS,BUR,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666666,3
32.45454545454545,ARS,MUN,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,1.6666666666666667,6
0,ARS,CRY,0,0,0,0,0,0,0,1
22.0,ARS,EVE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
47.5,ARS,LEI,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1
36.333333333333336,ARS,MCI,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1
28.0,ARS,AVL,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3
37.8,ARS,TOT,0.2,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,9
46.5,ARS,CHE,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5,4.333333333333333,1
43.0,ARS,HUL,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.42857142857142855,4.333333333333333,2
48.875,ARS,SUN,0.125,0.125,0.0,0.125,0.0,0.375,4.0,3
53.333333333333336,ARS,BUR,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.3333333333333333,2.0,3
55.9,ARS,SWA,0.3,0.1,0.0,0.1,0.0,0.3,2.6666666666666665,2
59.0,ARS,MUN,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0,0.2727272727272727,2.6666666666666665,2
61.583333333333336,ARS,WBA,0.25,0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,2.3333333333333335,0
57.84615384615385,ARS,SOU,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385,0.0,0.23076923076923078,1.3333333333333333,3
58.285714285714285,ARS,STK,0.2857142857142857,0.07142857142857142,0.0,0.14285714285714285,0.0,0.21428571428571427,1.6666666666666667,1
60.4,ARS,NEW,0.26666666666666666,0.06666666666666667,0.0,0.2,0.0,0.2,1.3333333333333333,1
62.25,ARS,LIV,0.25,0.0625,0.0,0.25,0.0,0.1875,1.6666666666666667,2
60.27777777777778,ARS,WHU,0.2222222222222222,0.05555555555555555,0.0,0.2222222222222222,0.0,0.16666666666666666,1.0,5
61.78947368421053,ARS,SOU,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.0,0.15789473684210525,2.3333333333333335,2
63.2,ARS,STK,0.2,0.05,0.05,0.2,0.0,0.15,2.3333333333333335,6
63.38095238095238,ARS,MCI,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.0,0.14285714285714285,4.333333333333333,3
53.69230769230769,ARS,EVE,0.23076923076923078,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.0,0.11538461538461539,0.0,3
39.91891891891892,ARS,WBA,0.1891891891891892,0.02702702702702703,0.05405405405405406,0.10810810810810811,0.0,0.08108108108108109,0.0,1
0,ARS,CRY,0,0,0,0,0,0,0,1
90.0,ARS,EVE,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4
53.5,ARS,LEI,0.0,0.0,0.5,0.5,0.0,0.0,2.5,2
45.75,ARS,AVL,0.0,0.0,0.25,0.25,0.0,0.0,2.0,3
54.6,ARS,TOT,0.2,0.0,0.2,0.2,0.0,0.0,1.6666666666666667,1
53.0,ARS,CHE,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.3333333333333333,2
55.142857142857146,ARS,HUL,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,2.0,1
59.5,ARS,SUN,0.125,0.0,0.125,0.25,0.0,0.0,1.3333333333333333,3
62.888888888888886,ARS,BUR,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,2.0,3
65.6,ARS,SWA,0.3,0.0,0.1,0.2,0.0,0.0,2.3333333333333335,2
67.81818181818181,ARS,MUN,0.2727272727272727,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,2.6666666666666665,0
65.16666666666667,ARS,WBA,0.25,0.0,0.08333333333333333,0.25,0.0,0.0,1.6666666666666667,8
67.07692307692308,ARS,SOU,0.3076923076923077,0.0,0.15384615384615385,0.23076923076923078,0.0,0.15384615384615385,3.3333333333333335,3
68.71428571428571,ARS,STK,0.35714285714285715,0.0,0.14285714285714285,0.21428571428571427,0.0,0.14285714285714285,3.6666666666666665,8
70.13333333333334,ARS,NEW,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.0,0.2,6.333333333333333,14
71.375,ARS,LIV,0.3125,0.1875,0.125,0.1875,0.0,0.3125,8.333333333333334,6
72.47058823529412,ARS,QPR,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.0,0.4117647058823529,9.333333333333334,2
73.44444444444444,ARS,WHU,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.3888888888888889,7.333333333333333,10
74.3157894736842,ARS,SOU,0.2631578947368421,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.0,0.5263157894736842,6.0,2
75.1,ARS,STK,0.25,0.2,0.15,0.2,0.0,0.5,4.666666666666667,3
75.80952380952381,ARS,MCI,0.2857142857142857,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.0,0.47619047619047616,5.0,14
76.45454545454545,ARS,AVL,0.3181818181818182,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.0,0.5909090909090909,6.333333333333333,17
77.04347826086956,ARS,TOT,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.17391304347826086,0.0,0.6956521739130435,11.333333333333334,2
76.625,ARS,LEI,0.3333333333333333,0.25,0.25,0.16666666666666666,0.0,0.6666666666666666,11.0,2
77.16,ARS,CRY,0.32,0.24,0.24,0.16,0.0,0.64,7.0,10
77.65384615384616,ARS,EVE,0.3076923076923077,0.2692307692307692,0.23076923076923078,0.15384615384615385,0.0,0.7307692307692307,4.666666666666667,3
78.11111111111111,ARS,QPR,0.3333333333333333,0.25925925925925924,0.2222222222222222,0.14814814814814814,0.0,0.7037037037037037,5.0,2
78.53571428571429,ARS,WHU,0.32142857142857145,0.25,0.21428571428571427,0.14285714285714285,0.0,0.6785714285714286,5.0,4
76.48275862068965,ARS,NEW,0.3103448275862069,0.2413793103448276,0.2413793103448276,0.13793103448275862,0.0,0.6551724137931034,3.0,6
76.26666666666667,ARS,LIV,0.3,0.23333333333333334,0.26666666666666666,0.13333333333333333,0.0,0.6666666666666666,4.0,2
76.70967741935483,ARS,BUR,0.2903225806451613,0.22580645161290322,0.25806451612903225,0.12903225806451613,0.0,0.6451612903225806,4.0,3
74.78787878787878,ARS,CHE,0.30303030303030304,0.21212121212121213,0.24242424242424243,0.12121212121212122,0.0,0.6060606060606061,1.6666666666666667,2
75.23529411764706,ARS,HUL,0.3235294117647059,0.20588235294117646,0.23529411764705882,0.14705882352941177,0.0,0.5882352941176471,1.6666666666666667,6
75.65714285714286,ARS,SWA,0.3142857142857143,0.2,0.2571428571428571,0.14285714285714285,0.0,0.6,2.6666666666666665,2
76.05555555555556,ARS,MUN,0.3055555555555556,0.19444444444444445,0.25,0.1388888888888889,0.0,0.5833333333333334,3.3333333333333335,2
76.98630136986301,ARS,SUN,0.3013698630136986,0.1917808219178082,0.2465753424657534,0.136986301369863,0.0,0.5753424657534246,3.3333333333333335,3
78.37837837837837,ARS,WBA,0.32432432432432434,0.1891891891891892,0.24324324324324326,0.13513513513513514,0.0,0.5675675675675675,2.3333333333333335,10
0,ARS,EVE,0,0,0,0,0,0,0,1
45.0,ARS,LEI,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2
60.0,ARS,MCI,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1
54.0,ARS,TOT,0.0,0.0,0.0,0.4,0.0,0.0,1.0,2
55.5,ARS,CHE,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,2
60.42857142857143,ARS,HUL,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,1.3333333333333333,2
60.625,ARS,SUN,0.0,0.0,0.0,0.25,0.0,0.0,2.0,3
63.888888888888886,ARS,BUR,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,2.3333333333333335,3
66.5,ARS,SWA,0.2,0.0,0.0,0.2,0.0,0.0,2.6666666666666665,2
61.916666666666664,ARS,WBA,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,1.6666666666666667,3
64.07692307692308,ARS,SOU,0.23076923076923078,0.0,0.0,0.15384615384615385,0.0,0.0,1.6666666666666667,3
65.92857142857143,ARS,STK,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,2.0,5
67.53333333333333,ARS,NEW,0.26666666666666666,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,3.6666666666666665,2
68.9375,ARS,LIV,0.25,0.0,0.0625,0.125,0.0,0.0,3.3333333333333335,4
70.17647058823529,ARS,QPR,0.23529411764705882,0.0,0.11764705882352941,0.17647058823529413,0.0,0.0,3.6666666666666665,2
71.27777777777777,ARS,WHU,0.2222222222222222,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,2.6666666666666665,2
65.38095238095238,ARS,MCI,0.19047619047619047,0.0,0.09523809523809523,0.14285714285714285,0.0,0.0,0.6666666666666666,1
62.72727272727273,ARS,AVL,0.18181818181818182,0.0,0.09090909090909091,0.13636363636363635,0.0,0.0,0.3333333333333333,1
58.083333333333336,ARS,LEI,0.16666666666666666,0.0,0.08333333333333333,0.125,0.0,0.0,0.6666666666666666,1
50.107142857142854,ARS,WHU,0.14285714285714285,0.0,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0,6
48.6551724137931,ARS,NEW,0.13793103448275862,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.0,0.0,2.0,1
47.7,ARS,LIV,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.1,0.0,0.0,2.3333333333333335,1
40.55555555555556,ARS,MUN,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.0,0.0,0.0,1
0,ARS,EVE,0,0,0,0,0,0,0,2
45.0,ARS,LEI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
60.0,ARS,MCI,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2
67.5,ARS,AVL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13
72.0,ARS,TOT,0.2,0.2,0.2,0.0,0.0,0.4,5.666666666666667,4
75.0,ARS,CHE,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,6.333333333333333,2
27.0,ARS,STK,0.05,0.05,0.05,0.0,0.0,0.2,0.0,1
25.363636363636363,ARS,AVL,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.18181818181818182,0.3333333333333333,13
28.17391304347826,ARS,TOT,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0,0.0,0.2608695652173913,4.666666666666667,8
30.75,ARS,LEI,0.08333333333333333,0.125,0.08333333333333333,0.0,0.0,0.2916666666666667,7.0,11
33.12,ARS,CRY,0.08,0.12,0.16,0.0,0.0,0.4,10.666666666666666,3
34.73076923076923,ARS,EVE,0.11538461538461539,0.11538461538461539,0.15384615384615385,0.0,0.0,0.38461538461538464,7.333333333333333,10
36.77777777777778,ARS,QPR,0.14814814814814814,0.1111111111111111,0.2222222222222222,0.0,0.0,0.4074074074074074,8.0,2
38.67857142857143,ARS,WHU,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.0,0.0,0.39285714285714285,5.0,3
38.833333333333336,ARS,LIV,0.16666666666666666,0.1,0.2,0.0,0.0,0.36666666666666664,1.6666666666666667,10
39.903225806451616,ARS,BUR,0.1935483870967742,0.12903225806451613,0.1935483870967742,0.0,0.0,0.41935483870967744,4.333333333333333,3
40.21212121212121,ARS,CHE,0.21212121212121213,0.12121212121212122,0.18181818181818182,0.0,0.0,0.3939393939393939,4.333333333333333,3
41.6764705882353,ARS,HUL,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.0,0.0,0.38235294117647056,2.0,2
43.05714285714286,ARS,SWA,0.22857142857142856,0.11428571428571428,0.17142857142857143,0.0,0.0,0.37142857142857144,1.6666666666666667,2
44.361111111111114,ARS,MUN,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.0,0.0,0.3611111111111111,2.3333333333333335,2
46.21917808219178,ARS,SUN,0.2191780821917808,0.1095890410958904,0.1643835616438356,0.0,0.0,0.3561643835616438,2.0,3
47.75675675675676,ARS,WBA,0.24324324324324326,0.10810810810810811,0.16216216216216217,0.0,0.0,0.35135135135135137,2.3333333333333335,2
0,ARS,CRY,0,0,0,0,0,0,0,5
90.0,ARS,EVE,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1
67.5,ARS,LEI,0.0,0.0,0.5,0.0,0.0,0.0,3.0,10
75.0,ARS,MCI,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,5.333333333333333,6
63.0,ARS,TOT,0.0,0.4,0.2,0.2,0.0,0.6,5.333333333333333,1
57.166666666666664,ARS,CHE,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.5,2.3333333333333335,2
60.142857142857146,ARS,HUL,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,1.0,13
63.875,ARS,SUN,0.0,0.375,0.25,0.125,0.0,0.75,5.333333333333333,16
66.77777777777777,ARS,BUR,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,1.0,10.333333333333334,16
69.1,ARS,SWA,0.2,0.7,0.2,0.1,0.0,1.2,15.0,9
71.0,ARS,MUN,0.18181818181818182,0.7272727272727273,0.18181818181818182,0.18181818181818182,0.0,1.3636363636363635,13.666666666666666,2
72.58333333333333,ARS,WBA,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.25,9.0,3
73.92307692307692,ARS,SOU,0.23076923076923078,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.0,1.1538461538461537,4.666666666666667,9
75.07142857142857,ARS,STK,0.2857142857142857,0.6428571428571429,0.14285714285714285,0.14285714285714285,0.0,1.1428571428571428,4.666666666666667,5
76.06666666666666,ARS,NEW,0.26666666666666666,0.6,0.2,0.13333333333333333,0.0,1.0666666666666667,5.666666666666667,9
76.6875,ARS,LIV,0.25,0.5625,0.3125,0.125,0.0,1.0625,7.666666666666667,2
77.47058823529412,ARS,QPR,0.23529411764705882,0.5294117647058824,0.29411764705882354,0.11764705882352941,0.0,1.0,5.333333333333333,10
78.16666666666667,ARS,WHU,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,1.0555555555555556,7.0,1
78.78947368421052,ARS,SOU,0.21052631578947367,0.5263157894736842,0.3157894736842105,0.15789473684210525,0.0,1.0,4.333333333333333,2
79.35,ARS,STK,0.2,0.5,0.3,0.15,0.0,0.95,4.333333333333333,19
79.85714285714286,ARS,MCI,0.23809523809523808,0.5714285714285714,0.3333333333333333,0.14285714285714285,0.0,1.0476190476190477,7.333333333333333,3
73.33333333333333,ARS,LEI,0.25,0.5,0.2916666666666667,0.125,0.0,0.9166666666666666,1.0,2
73.08,ARS,CRY,0.24,0.48,0.28,0.12,0.0,0.88,0.6666666666666666,3
73.65384615384616,ARS,EVE,0.2692307692307692,0.46153846153846156,0.2692307692307692,0.11538461538461539,0.0,0.8461538461538461,1.6666666666666667,3
74.11111111111111,ARS,QPR,0.2962962962962963,0.4444444444444444,0.25925925925925924,0.1111111111111111,0.0,0.8148148148148148,2.6666666666666665,8
74.67857142857143,ARS,WHU,0.2857142857142857,0.4642857142857143,0.25,0.10714285714285714,0.0,0.8214285714285714,4.666666666666667,2
74.3103448275862,ARS,NEW,0.3103448275862069,0.4482758620689655,0.2413793103448276,0.13793103448275862,0.0,0.7931034482758621,4.333333333333333,2
74.16666666666667,ARS,LIV,0.3,0.43333333333333335,0.23333333333333334,0.13333333333333333,0.0,0.7666666666666667,4.0,13
74.6774193548387,ARS,BUR,0.2903225806451613,0.45161290322580644,0.25806451612903225,0.12903225806451613,0.0,0.8387096774193549,5.666666666666667,3
72.87878787878788,ARS,CHE,0.30303030303030304,0.42424242424242425,0.24242424242424243,0.12121212121212122,0.0,0.7878787878787878,5.333333333333333,3
73.38235294117646,ARS,HUL,0.3235294117647059,0.4117647058823529,0.23529411764705882,0.11764705882352941,0.0,0.7647058823529411,2.0,15
73.85714285714286,ARS,SWA,0.3142857142857143,0.45714285714285713,0.22857142857142856,0.11428571428571428,0.0,0.8285714285714286,6.0,2
74.30555555555556,ARS,MUN,0.3055555555555556,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.8055555555555556,6.666666666666667,2
75.72602739726027,ARS,SUN,0.3013698630136986,0.4383561643835616,0.2191780821917808,0.1095890410958904,0.0,0.7945205479452054,6.333333333333333,3
77.13513513513513,ARS,WBA,0.32432432432432434,0.43243243243243246,0.21621621621621623,0.10810810810810811,0.0,0.7837837837837838,2.3333333333333335,2
0,AVL,STK,0,0,0,0,0,0,0,3
90.0,AVL,NEW,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3
90.0,AVL,HUL,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2
90.0,AVL,LIV,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3
90.0,AVL,ARS,0.75,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2
90.0,AVL,CHE,0.6,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2
90.0,AVL,MCI,0.5,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2
42.0,AVL,WBA,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
42.1875,AVL,MUN,0.1875,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5
45.0,AVL,SWA,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0,0.0,2.0,2
47.5,AVL,SUN,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,0.0,2.6666666666666665,-2
43.0,AVL,LIV,0.14285714285714285,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,-0.6666666666666666,2
45.13636363636363,AVL,ARS,0.13636363636363635,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.6666666666666666,2
47.08695652173913,AVL,CHE,0.13043478260869565,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,1.3333333333333333,2
48.875,AVL,HUL,0.125,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,2.0,2
50.52,AVL,STK,0.12,0.0,0.04,0.0,0.04,0.0,2.0,5
